anio,jugador,seleccion,goles,partidos,promedio
1998,Davor Suker,Croacia,6,7,0.86
1998,Gabriel Batistuta,Argentina,5,5,1.00
1998,Christian Vieri,Italia,5,5,1.00
1998,Luis Hernandez,México,4,4,1.00
1998,Ronaldo,Brasil,4,7,0.57
1998,Marcelo Salas,Chile,4,4,1.00
1998,Bebeto,Brasil,3,7,0.43
1998,Dennis Bergkamp,Paises Bajos,3,7,0.43
1998,Oliver Bierhoff,Alemania,3,5,0.60
1998,Cesar Sampaio,Brasil,3,6,0.50
1998,Thierry Henry,Francia,3,6,0.50
1998,Juergen Klinsmann,Alemania,3,5,0.60
1998,Rivaldo,Brasil,3,7,0.43
1998,Roberto Baggio,Italia,2,4,0.50
1998,Shaun Bartlett,Sudáfrica,2,3,0.67
1998,Salaheddine Bassir,Marruecos,2,3,0.67
1998,Phillip Cocu,Paises Bajos,2,7,0.29
1998,Ronald De Boer,Paises Bajos,2,6,0.33
1998,Abdeljalil Hadda,Marruecos,2,3,0.67
1998,Fernando Hierro,España,2,3,0.67
1998,Patrick Kluivert,Paises Bajos,2,4,0.50
1998,Slobodan Komljenovic,RF de Yugoslavia,2,3,0.67
1998,Brian Laudrup,Dinamarca,2,5,0.40
1998,Viorel Moldovan,Rumania,2,4,0.50
1998,Fernando Morientes,España,2,2,1.00
1998,Ariel Ortega,Argentina,2,5,0.40
1998,Michael Owen,Inglaterra,2,4,0.50
1998,Ricardo Pelaez Linares,México,2,3,0.67
1998,Emmanuel Petit,Francia,2,6,0.33
1998,Robert Prosinecki,Croacia,2,5,0.40
1998,Alan Shearer,Inglaterra,2,4,0.50
1998,Lilian Thuram,Francia,2,6,0.33
1998,Theodore Whitmore,Jamaica,2,3,0.67
1998,Marc Wilmots,Bélgica,2,3,0.67
1998,Zinedine Zidane,Francia,2,5,0.40
1998,Mutiu Adepoju,Nigeria,1,3,0.33
1998,Sami Al Jaber,Arabia Saudita,1,3,0.33
1998,Youssef Al Tunayan,Arabia Saudita,1,2,0.50
1998,Darren Anderton,Inglaterra,1,4,0.25
1998,Celso Ayala,Paraguay,1,4,0.25
1998,Tijani Babangida,Nigeria,1,4,0.25
1998,David Beckham,Inglaterra,1,3,0.33
1998,Miguel Benitez,Paraguay,1,4,0.25
1998,Laurent Blanc,Francia,1,5,0.20
1998,Cuauhtemoc Blanco,México,1,4,0.25
1998,Craig Burley,Escocia,1,3,0.33
1998,Jose Cardozo,Paraguay,1,3,0.33
1998,John Collins,Escocia,1,3,0.33
1998,Edgar Davids,Paises Bajos,1,6,0.17
1998,Luigi Di Biagio,Italia,1,5,0.20
1998,Youri Djorkaeff,Francia,1,7,0.14
1998,Christophe Dugarry,Francia,1,3,0.33
1998,Robert Earle,Jamaica,1,3,0.33
1998,Dan Eggen,Noruega,1,4,0.25
1998,Mustafa El Hadji,Marruecos,1,3,0.33
1998,Hamid Estili,Irán,1,3,0.33
1998,Havard Flo,Noruega,1,4,0.25
1998,Tore Andre Flo,Noruega,1,4,0.25
1998,Alberto Garcia Aspe,México,1,4,0.25
1998,Seok Ju Ha,Corea del Sur,1,2,0.50
1998,Thomas Helveg,Dinamarca,1,5,0.20
1998,Andreas Herzog,Austria,1,3,0.33
1998,Victor Ikpeba,Nigeria,1,3,0.33
1998,Adrian Ilie,Rumania,1,4,0.25
1998,Robert Jarni,Croacia,1,7,0.14
1998,Martin Jorgensen,Dinamarca,1,5,0.20
1998,Kiko,España,1,3,0.33
1998,Emil Kostadinov,Bulgaria,1,3,0.33
1998,Michael Laudrup,Dinamarca,1,5,0.20
1998,Bixente Lizarazu,Francia,1,6,0.17
1998,Claudio Lopez,Argentina,1,5,0.20
1998,Luis Enrique,España,1,3,0.33
1998,Mehdi Mahdavikia,Irán,1,3,0.33
1998,Patrick Mboma,Camerún,1,3,0.33
1998,Brian Mcbride,Estados Unidos,1,2,0.50
1998,Benni Mccarthy,Sudáfrica,1,3,0.33
1998,Sinisa Mihajlovic,RF de Yugoslavia,1,4,0.25
1998,Predrag Mijatovic,RF de Yugoslavia,1,4,0.25
1998,Andreas Moeller,Alemania,1,3,0.33
1998,Peter Moller,Dinamarca,1,2,0.50
1998,Masashi Nakayama,Japón,1,3,0.33
1998,Allan Nielsen,Dinamarca,1,5,0.20
1998,Luc Nilis,Bélgica,1,3,0.33
1998,Pierre Njanka,Camerún,1,3,0.33
1998,Sunday Oliseh,Nigeria,1,4,0.25
1998,Wilson Oruma,Nigeria,1,1,1.00
1998,Marc Overmars,Paises Bajos,1,6,0.17
1998,Dan Petrescu,Rumania,1,4,0.25
1998,Mauricio Pineda,Argentina,1,3,0.33
1998,Toni Polster,Austria,1,3,0.33
1998,Leider Preciado,Colombia,1,3,0.33
1998,Raul,España,1,3,0.33
1998,Kjetil Rekdal,Noruega,1,4,0.25
1998,Marc Rieper,Dinamarca,1,5,0.20
1998,Ebbe Sand,Dinamarca,1,5,0.20
1998,Paul Scholes,Inglaterra,1,4,0.25
1998,Jose Sierra,Chile,1,4,0.25
1998,Skander Souayah,Túnez,1,3,0.33
1998,Mario Stanic,Croacia,1,7,0.14
1998,Dragan Stojkovic,RF de Yugoslavia,1,4,0.25
1998,David Trezeguet,Francia,1,6,0.17
1998,Pierre Van Hooijdonk,Paises Bajos,1,3,0.33
1998,Ivica Vastic,Austria,1,3,0.33
1998,Goran Vlaovic,Croacia,1,7,0.14
1998,Sang Chul Yoo,Corea del Sur,1,3,0.33
1998,Javier Zanetti,Argentina,1,5,0.20
1998,Boudewijn Zenden,Paises Bajos,1,4,0.25
