id_jugador,nombre,id_seleccion,seleccion,altura,fecha_nacimiento,nacionalidad
5653,Enrique Guaita,51,Italia,,15 de julio de 1910,Italia
7771,Enrique Lopez Zarza,56,México,,25 de octubre de 1958,México
5049,Enrique Romero,34,España,1.83 m,23 de junio de 1971,España
5062,Enrique Saura,34,España,,2 de agosto de 1954,España
7871,Enrique Sesma,56,México,,22 de abril de 1927,México
4435,Enrique Vera,62,Paraguay,1.78 m,10 de marzo de 1979,Paraguay
5440,Enrique Wolff,6,Argentina,,21 de febrero de 1949,Argentina
3585,Enver Hadziabdic,71,Serbia,,6 de noviembre de 1945,Serbia
3644,Enver Maric,71,Serbia,,23 de abril de 1948,Serbia
882,Enzo Ebosse,14,Camerún,1.85 m,11 de marzo de 1999,Camerún
663,Enzo Escobar,17,Chile,,10 de noviembre de 1951,Chile
7715,Enzo Fernandez,56,México,1.78 m,17 de enero de 2001,México
5874,Enzo Francescoli,80,Uruguay,1.81 m,12 de noviembre de 1961,Uruguay
5358,Enzo Pérez,6,Argentina,1.77 m,21 de febrero de 1986,Argentina
5749,Enzo Robotti,51,Italia,,15 de junio de 1935,Italia
6690,Enzo Scifo,13,Bélgica,,19 de febrero de 1966,Bélgica
5426,Enzo Trossero,6,Argentina,,23 de mayo de 1953,Argentina
931,Ephrem Mbom,14,Camerún,,18 de julio de 1954,Camerún
5696,Eraldo Monzeglio,51,Italia,,5 de mayo de 1906,Italia
5724,Eraldo Pecci,51,Italia,,12 de abril de 1955,Italia
8068,Eray Cömert,74,Suiza,1.83 m,4 de febrero de 1998,Suiza
5475,Erdem Naci,77,Turquía,,28 de enero de 1931,Turquía
8072,Eren Derdiyok,74,Suiza,1.90 m,12 de junio de 1988,Suiza
5481,Ergun Penbe,77,Turquía,1.78 m,17 de mayo de 1972,Turquía
3820,Eric Abidal,36,Francia,1.80 m,11 de septiembre de 1979,Francia
1443,Eric Addo,38,Ghana,1.82 m,12 de noviembre de 1978,Ghana
6906,Eric Akoto,75,Togo,1.92 m,20 de julio de 1980,Togo
2302,Eric Caldow,31,Escocia,,14 de mayo de 1934,Escocia
877,Eric Maxim Choupo Moting,14,Camerún,1.91 m,23 de marzo de 1989,Camerún
6601,Eric Deflandre,13,Bélgica,1.79 m,2 de agosto de 1973,Bélgica
1259,Eric Dier,44,Inglaterra,1.88 m,15 de enero de 1994,Inglaterra
878,Eric Djemba Djemba,14,Camerún,1.74 m,4 de mayo de 1981,Camerún
8081,Eric Eichmann,74,Suiza,,7 de mayo de 1965,Suiza
4473,Eric Ejiofor,57,Nigeria,1.85 m,21 de julio de 1979,Nigeria
4928,Eric García,34,España,1.82 m,9 de enero de 2001,España
6622,Eric Gerets,13,Bélgica,,18 de mayo de 1954,Bélgica
6725,Eric Van Meir,13,Bélgica,1.86 m,28 de febrero de 1968,Bélgica
2905,Eric Wynalda,35,Estados Unidos,,9 de junio de 1969,Estados Unidos
6052,Erich Beer,1,Alemania,,9 de diciembre de 1946,Alemania
2510,Erich Hamann,2,Alemania Oriental,,27 de noviembre de 1944,Alemania Oriental
6160,Erich Juskowiak,1,Alemania,,7 de septiembre de 1926,Alemania
4614,Erich Obermayer,8,Austria,,23 de enero de 1953,Austria
4628,Erich Probst,8,Austria,,5 de diciembre de 1927,Austria
2403,Erich Schaedler,31,Escocia,,6 de agosto de 1949,Escocia
8419,Erick Davis,61,Panamá,1.79 m,31 de marzo de 1991,Panamá
7745,Érick Gutiérrez,56,México,1.76 m,15 de junio de 1995,México
2014,Erick Lonnis,22,Costa Rica,1.82 m,9 de septiembre de 1965,Costa Rica
3334,Erik Almgren,73,Suecia,,28 de enero de 1908,Suecia
6084,Erik Durm,1,Alemania,1.83 m,12 de mayo de 1992,Alemania
3374,Erik Edman,73,Suecia,1.79 m,11 de noviembre de 1978,Suecia
3392,Erik Granath,73,Suecia,,,Suecia
7411,Erik Hoftun,58,Noruega,,3 de marzo de 1969,Noruega
799,Erik Jendrisek,32,Eslovaquia,1.76 m,26 de octubre de 1986,Eslovaquia
7428,Erik Mykland,58,Noruega,,21 de julio de 1971,Noruega
3474,Erik Nilsson,73,Suecia,,6 de agosto de 1916,Suecia
3492,Erik Persson,73,Suecia,,19 de noviembre de 1909,Suecia
7440,Erik Thorstvedt,58,Noruega,,28 de octubre de 1962,Noruega
7419,Erland Johnsen,58,Noruega,,5 de abril de 1967,Noruega
5702,Ermes Muccinelli,51,Italia,,28 de julio de 1927,Italia
8013,Ermin Bicakcic,10,Bosnia-Herzegovina,1.85 m,24 de enero de 1990,Bosnia-Herzegovina
5334,Ermindo Onega,6,Argentina,,4 de abril de 1939,Argentina
881,Ernest Ebongue,14,Camerún,,15 de mayo de 1962,Camerún
6198,Ernest Lehner,1,Alemania,,7 de noviembre de 1912,Alemania
3972,Ernest Liberati,36,Francia,,22 de marzo de 1908,Francia
4036,Ernest Schultz,36,Francia,,29 de enero de 1931,Francia
3178,Ernest Wilimowski,64,Polonia,,23 de junio de 1916,Polonia
3227,Ernesto,65,Portugal,,6 de julio de 1937,Portugal
5153,Ernesto Albarracin,6,Argentina,,,Argentina
819,Ernesto Aparicio,29,El Salvador,,28 de diciembre de 1948,El Salvador
5184,Ernesto Belis,6,Argentina,,1 de febrero de 1909,Argentina
649,Ernesto Chaparro,17,Chile,,4 de enero de 1901,Chile
7691,Ernesto Cisneros,56,México,,26 de octubre de 1940,México
2176,Ernesto Labarthe,63,Perú,,2 de junio de 1956,Perú
5918,Ernesto Mascheroni,80,Uruguay,,21 de noviembre de 1907,Uruguay
6029,Ernesto Vidal,80,Uruguay,,15 de noviembre de 1921,Uruguay
6373,Ernie Brandts,60,Paises Bajos,,3 de febrero de 1956,Paises Bajos
7295,Ernie Campbell,7,Australia,,20 de octubre de 1949,Australia
2308,Ernie Copland,31,Escocia,,,Escocia
7600,Erno Solymosi,42,Hungría,,21 de septiembre de 1940,Hungría
4545,Ernst Aigner,8,Austria,,31 de octubre de 1966,Austria
6037,Ernst Albrecht,1,Alemania,,12 de noviembre de 1907,Alemania
3341,Ernst Andersson,73,Suecia,,26 de marzo de 1909,Suecia
4549,Ernst Baumeister,8,Austria,,22 de enero de 1957,Austria
8096,Ernst Frick,74,Suiza,,,Suiza
4573,Ernst Happel,8,Austria,,29 de noviembre de 1925,Austria
8119,Ernst Hufschmid,74,Suiza,,4 de febrero de 1913,Suiza
2444,Ernst Jean-Joseph,40,Haití,,11 de junio de 1948,Haití
4601,Ernst Kozlicek,8,Austria,,27 de enero de 1931,Austria
8141,Ernst Loertscher,74,Suiza,,15 de marzo de 1913,Suiza
4615,Ernst Ocwirk,8,Austria,,7 de marzo de 1926,Austria
4650,Ernst Stojaspal,8,Austria,,14 de enero de 1925,Austria
5470,Erol Keskin,77,Turquía,,2 de marzo de 1927,Turquía
5487,Ersoy Sukru,77,Turquía,,14 de enero de 1934,Turquía
3617,Ervin Katnic,71,Serbia,,,Serbia
8045,Erwin Ballabio,74,Suiza,,20 de octubre de 1918,Suiza
4565,Erwin Fuchsbichler,8,Austria,,27 de marzo de 1952,Austria
8114,Erwin Hochstrasser,74,Suiza,,,Suiza
6430,Erwin Koeman,60,Paises Bajos,,20 de septiembre de 1961,Paises Bajos
3133,Erwin Nyc,64,Polonia,,24 de mayo de 1914,Polonia
7867,Erwin Sanchez,56,México,,19 de octubre de 1969,México
6712,Erwin Van Den Daele,13,Bélgica,,5 de marzo de 1945,Bélgica
6731,Erwin Vandenbergh,13,Bélgica,,26 de enero de 1959,Bélgica
7391,Espen Baardsen,58,Noruega,,7 de diciembre de 1977,Noruega
6833,Essaïd Belkalem,5,Argelia,1.90 m,1 de enero de 1989,Argelia
2076,Essam El-Hadary,28,Egipto,1.88 m,15 de enero de 1973,Egipto
4875,Estanislao Basora,34,España,,18 de noviembre de 1926,España
4426,Estanislao Struway,62,Paraguay,1.76 m,25 de junio de 1968,Paraguay
1963,Esteban Alvarado,22,Costa Rica,1.93 m,28 de abril de 1989,Costa Rica
5205,Esteban Cambiasso,6,Argentina,1.78 m,18 de agosto de 1980,Argentina
2005,Esteban Granados,22,Costa Rica,1.83 m,25 de octubre de 1985,Costa Rica
725,Esteban Paredes,17,Chile,1.79 m,1 de agosto de 1980,Chile
2529,Ethan Ampadu,37,Gales,1.83 m,14 de septiembre de 2000,Gales
4586,Ethan Horvath,8,Austria,1.93 m,9 de junio de 1995,Austria
3989,Etienne Mattler,36,Francia,,25 de diciembre de 1905,Francia
4331,Eufemio Cabral,62,Paraguay,,21 de marzo de 1955,Paraguay
8150,Eugen Meier,74,Suiza,,30 de abril de 1930,Suiza
8181,Eugen Rupf,74,Suiza,,,Suiza
8219,Eugen Walachek,74,Suiza,,20 de junio de 1916,Suiza
884,Eugene Ekeke,14,Camerún,,30 de mayo de 1960,Camerún
7310,Eugene Galekovic,7,Australia,1.86 m,12 de junio de 1981,Australia
8164,Eugene Parlier,74,Suiza,,13 de febrero de 1929,Suiza
8069,Eugenio Corrodi,74,Suiza,,2 de julio de 1922,Suiza
4967,Eugenio Leal,34,España,,13 de mayo de 1953,España
705,Eugenio Mena,17,Chile,1.78 m,18 de julio de 1988,Chile
7989,Eul Yong Lee,20,Corea del Norte,1.76 m,8 de septiembre de 1975,Corea del Norte
7780,Eulogio Martinez,56,México,,11 de marzo de 1935,México
6953,Eun Sung Choi,21,Corea del Sur,1.84 m,5 de abril de 1971,Corea del Sur
3228,Eusebio,65,Portugal,,25 de enero de 1942,Portugal
2127,Eusebio Acasuzo,63,Perú,,8 de abril de 1952,Perú
8420,Eusebio Diaz,61,Panamá,,1 de enero de 1901,Panamá
2663,Eusebio Escobar,19,Colombia,,,Colombia
6013,Eusebio Tejera,80,Uruguay,,6 de enero de 1922,Uruguay
4347,Eustaquio Chamorro,62,Paraguay,,,Paraguay
621,Evans Wise,76,Trinidad y Tobago,1.75 m,23 de noviembre de 1973,Trinidad y Tobago
4380,Evaristo Isasi,62,Paraguay,,26 de octubre de 1955,Paraguay
5175,Ever Banega,6,Argentina,1.74 m,29 de junio de 1988,Argentina
5345,Ever Palacios,6,Argentina,,18 de enero de 1969,Argentina
1620,Everaldo,11,Brasil,,11 de septiembre de 1944,Brasil
3303,Everton Ribeiro,65,Portugal,1.74 m,10 de abril de 1989,Portugal
348,Evgeni Lovchev,69,Rusia,,29 de enero de 1949,Rusia
3014,Evgeni Yanchovski,12,Bulgaria,,5 de septiembre de 1939,Bulgaria
3044,Ewald Cebula,64,Polonia,,22 de marzo de 1917,Polonia
3053,Ewald Dytko,64,Polonia,,18 de octubre de 1914,Polonia
5345,Exequiel Palacios,6,Argentina,1.77 m,5 de octubre de 1998,Argentina
890,Eyong Enoh,14,Camerún,1.80 m,23 de marzo de 1986,Camerún
5265,Ezequiel Garay,6,Argentina,1.89 m,10 de octubre de 1986,Argentina
5295,Ezequiel Lavezzi,6,Argentina,1.73 m,3 de mayo de 1985,Argentina
5721,Ezio Pascutti,51,Italia,,1 de junio de 1937,Italia
5207,Fabian Cancelarich,6,Argentina,,30 de diciembre de 1965,Argentina
5836,Fabian Carini,80,Uruguay,1.89 m,26 de diciembre de 1979,Uruguay
1257,Fabian Delph,44,Inglaterra,1.74 m,21 de noviembre de 1989,Inglaterra
666,Fabian Estay,17,Chile,,5 de octubre de 1968,Chile
8094,Fabian Frei,74,Suiza,1.83 m,8 de enero de 1989,Suiza
2823,Fabian Johnson,35,Estados Unidos,1.83 m,11 de diciembre de 1987,Estados Unidos
5942,Fabian O'Neill,80,Uruguay,1.85 m,14 de octubre de 1973,Uruguay
720,Fabian Orellana,17,Chile,1.68 m,27 de enero de 1986,Chile
8176,Fabian Rieder,74,Suiza,1.81 m,16 de febrero de 2002,Suiza
8182,Fabian Schär,74,Suiza,1.86 m,20 de diciembre de 1991,Suiza
3832,Fabien Barthez,36,Francia,1.82 m,28 de junio de 1971,Francia
1621,Fabinho,11,Brasil,1.88 m,23 de octubre de 1993,Brasil
5568,Fabio Cannavaro,51,Italia,1.75 m,13 de septiembre de 1973,Italia
5569,Fabio Capello,51,Italia,,18 de junio de 1946,Italia
3210,Fabio Coentrao,65,Portugal,1.81 m,11 de marzo de 1988,Portugal
8067,Fabio Coltorti,74,Suiza,1.97 m,3 de diciembre de 1980,Suiza
5652,Fabio Grosso,51,Italia,1.90 m,28 de noviembre de 1977,Italia
5741,Fabio Quagliarella,51,Italia,1.80 m,31 de enero de 1983,Italia
960,Fabrice Olinga,14,Camerún,1.72 m,12 de mayo de 1996,Camerún
5221,Fabricio Coloccini,6,Argentina,1.83 m,22 de enero de 1982,Argentina
5737,Fabrizio Poletti,51,Italia,,13 de julio de 1943,Italia
5951,Facundo Pellistri,80,Uruguay,1.74 m,20 de diciembre de 2001,Uruguay
6015,Facundo Torres,80,Uruguay,1.75 m,13 de abril de 2000,Uruguay
8372,Fadel Jilal,55,Marruecos,,4 de marzo de 1964,Marruecos
6884,Fadil Megharia,5,Argelia,,23 de mayo de 1961,Argelia
1622,Fagner,11,Brasil,1.68 m,11 de junio de 1989,Brasil
7951,Fahad Abdulrahman,30,Emiratos Arabes,,10 de octubre de 1962,Emiratos Arabes
4753,Fahad Al Bishi,4,Arabia Saudita,,10 de septiembre de 1965,Arabia Saudita
4763,Fahad Al Ghesheyan,4,Arabia Saudita,,1 de agosto de 1973,Arabia Saudita
4773,Fahad Al Mehalel,4,Arabia Saudita,,11 de noviembre de 1970,Arabia Saudita
4809,Fahad Al-Muwallad,4,Arabia Saudita,1.67 m,14 de septiembre de 1994,Arabia Saudita
7952,Fahad Khamees,30,Emiratos Arabes,,24 de enero de 1962,Emiratos Arabes
3612,Fahrudin Jusufi,71,Serbia,,8 de diciembre de 1939,Serbia
3682,Fahrudin Omerovic,71,Serbia,,26 de agosto de 1961,Serbia
7902,Faisal Al Dakhil,54,Kuwait,,13 de agosto de 1957,Kuwait
7167,Fakhreddine Ben Youssef,78,Túnez,1.92 m,23 de junio de 1991,Túnez
2667,Falcao,19,Colombia,,16 de octubre de 1953,Colombia
1028,Famara Diéhiou,70,Senegal,1.92 m,15 de diciembre de 1992,Senegal
6849,Faouzi Chaouchi,5,Argelia,1.80 m,5 de diciembre de 1984,Argelia
6861,Faouzi Ghoulam,5,Argelia,1.86 m,1 de febrero de 1991,Argelia
6878,Faouzi Mansouri,5,Argelia,,17 de enero de 1956,Argelia
2660,Farid Díaz,19,Colombia,1.70 m,20 de julio de 1983,Colombia
2693,Farid Mondragon,19,Colombia,1.88 m,21 de junio de 1971,Colombia
7160,Farouk Ben Mustapha,78,Túnez,1.94 m,1 de julio de 1989,Túnez
3586,Faruk Hadzibegic,71,Serbia,,7 de octubre de 1957,Serbia
1470,Fatau Dauda,38,Ghana,1.80 m,6 de abril de 1985,Ghana
6850,Fathi Chebel,5,Argelia,,19 de agosto de 1956,Argelia
7915,Fathi Matar,54,Kuwait,,23 de mayo de 1955,Kuwait
5448,Fatih Akyel,77,Turquía,1.80 m,26 de diciembre de 1977,Turquía
5158,Faustino Alonso,6,Argentina,,15 de febrero de 1961,Argentina
2642,Faustino Asprilla,19,Colombia,1.76 m,10 de noviembre de 1969,Colombia
1624,Fausto,11,Brasil,,28 de enero de 1905,Brasil
6838,Fawzi Benkhalidi,5,Argelia,,3 de febrero de 1963,Argelia
2311,Fay Coyle,31,Escocia,,1 de abril de 1924,Escocia
7155,Faycal Ben Ahmed,78,Túnez,,7 de marzo de 1973,Túnez
8360,Fayçal Fajr,55,Marruecos,1.78 m,1 de agosto de 1988,Marruecos
4919,Fede,34,España,,11 de mayo de 1908,España
5243,Federico Edwards,6,Argentina,,27 de enero de 1931,Argentina
5863,Federico Elduayen,80,Uruguay,1.81 m,25 de junio de 1977,Uruguay
5249,Federico Fazio,6,Argentina,1.95 m,17 de marzo de 1987,Argentina
5252,Federico Fernández,6,Argentina,1.90 m,21 de febrero de 1989,Argentina
5911,Federico Magallanes,80,Uruguay,1.81 m,22 de agosto de 1976,Uruguay
5678,Federico Marchetti,51,Italia,1.88 m,7 de febrero de 1983,Italia
5393,Federico Sacchi,6,Argentina,,9 de agosto de 1936,Argentina
5429,Federico Vairo,6,Argentina,,27 de enero de 1930,Argentina
6022,Federico Valverde,80,Uruguay,1.82 m,22 de julio de 1998,Uruguay
5439,Federico Wilde,6,Argentina,,1 de enero de 1909,Argentina
5557,Felice Borel,51,Italia,,5 de abril de 1914,Italia
8192,Felice Soldini,74,Suiza,,1 de enero de 1915,Suiza
5046,Feliciano Rivilla,34,España,,21 de agosto de 1936,España
8414,Felipe Baloy,61,Panamá,1.84 m,24 de febrero de 1981,Panamá
17,Felipe Caicedo,27,Ecuador,1.87 m,5 de septiembre de 1988,Ecuador
686,Felipe Gutierrez,17,Chile,1.70 m,8 de octubre de 1990,Chile
1642,Felipe Melo,11,Brasil,1.83 m,26 de junio de 1983,Brasil
4992,Felipe Minambres,34,España,,29 de abril de 1965,España
7808,Felipe Olivares,56,México,,5 de febrero de 1910,México
5971,Felipe Revelez,80,Uruguay,,30 de septiembre de 1959,Uruguay
7853,Felipe Rosas,56,México,,5 de febrero de 1910,México
7857,Felipe Ruvalcaba,56,México,,16 de febrero de 1941,México
7897,Felipe Zetter,56,México,,3 de julio de 1923,México
3229,Felix,65,Portugal,,24 de diciembre de 1937,Portugal
15,Felix Borja,27,Ecuador,1.80 m,2 de abril de 1983,Ecuador
7698,Felix Cruz,56,México,,4 de abril de 1961,México
7715,Felix Fernandez,56,México,,11 de enero de 1967,México
2248,Felix Healey,47,Irlanda del Norte,,27 de septiembre de 1955,Irlanda del Norte
6206,Felix Magath,1,Alemania,,26 de julio de 1953,Alemania
2210,Felix Salinas,63,Perú,,11 de mayo de 1939,Perú
73,Félix Torres,27,Ecuador,1.87 m,11 de enero de 1997,Ecuador
6756,Felix Welkenhuysen,13,Bélgica,,12 de diciembre de 1908,Bélgica
4525,Femi Opabunmi,57,Nigeria,1.70 m,3 de marzo de 1985,Nigeria
1019,Ferdinand Coly,70,Senegal,1.79 m,10 de septiembre de 1973,Senegal
457,Ferdinand Daucik,67,República Checa,,31 de mayo de 1910,República Checa
8177,Ferdinando Riva,74,Suiza,,3 de julio de 1930,Suiza
7496,Ferenc Bene,42,Hungría,,17 de diciembre de 1944,Hungría
7510,Ferenc Csongradi,42,Hungría,,29 de marzo de 1956,Hungría
7524,Ferenc Fulop,42,Hungría,,22 de febrero de 1955,Hungría
7564,Ferenc Machos,42,Hungría,,30 de junio de 1932,Hungría
7570,Ferenc Meszaros,42,Hungría,,11 de abril de 1950,Hungría
7587,Ferenc Puskas,42,Hungría,1.70 m,2 de abril de 1927,Hungría
7598,Ferenc Sas,42,Hungría,,1 de enero de 1915,Hungría
7599,Ferenc Sipos,42,Hungría,,13 de diciembre de 1932,Hungría
7612,Ferenc Szojka,42,Hungría,,7 de abril de 1931,Hungría
7183,Ferid Chouchane,78,Túnez,,19 de abril de 1973,Túnez
7248,Ferjani Sassi,78,Túnez,1.86 m,18 de marzo de 1992,Túnez
6542,Fernand Adams,13,Bélgica,,3 de mayo de 1903,Bélgica
6563,Fernand Buyle,13,Bélgica,,3 de marzo de 1918,Bélgica
8123,Fernand Jaccard,74,Suiza,,8 de octubre de 1907,Suiza
1627,Fernandinho,11,Brasil,1.76 m,4 de mayo de 1985,Brasil
4920,Fernando,34,España,,11 de septiembre de 1965,España
5805,Fernando Alvez,80,Uruguay,,4 de septiembre de 1959,Uruguay
5202,Fernando Caceres,6,Argentina,,7 de febrero de 1969,Argentina
643,Fernando Campos,17,Chile,,1 de enero de 1921,Chile
2771,Fernando Clavijo,35,Estados Unidos,,23 de enero de 1956,Estados Unidos
653,Fernando Cornejo,17,Chile,,28 de enero de 1969,Chile
5604,Fernando De Napoli,51,Italia,,15 de marzo de 1964,Italia
3232,Fernando Fernando Couto,65,Portugal,1.84 m,2 de agosto de 1969,Portugal
5259,Fernando Gago,6,Argentina,1.78 m,10 de abril de 1986,Argentina
1628,Fernando Giudicelli,11,Brasil,,1 de marzo de 1906,Brasil
4945,Fernando Hierro,34,España,1.87 m,23 de marzo de 1968,España
4970,Fernando Llorente,34,España,1.94 m,26 de febrero de 1985,España
3233,Fernando Meira,65,Portugal,1.92 m,5 de junio de 1978,Portugal
5934,Fernando Morena,80,Uruguay,,2 de febrero de 1952,Uruguay
4998,Fernando Morientes,34,España,1.82 m,5 de abril de 1976,España
5938,Fernando Muslera,80,Uruguay,1.90 m,16 de junio de 1986,Uruguay
5008,Fernando Olivella,34,España,,22 de junio de 1936,España
5353,Fernando Paternoster,6,Argentina,,24 de mayo de 1903,Argentina
7831,Fernando Quirarte,56,México,,7 de julio de 1961,México
5375,Fernando Redondo,6,Argentina,,6 de junio de 1969,Argentina
741,Fernando Riera,17,Chile,,27 de junio de 1920,Chile
753,Fernando Roldan,17,Chile,,1 de enero de 1921,Chile
5076,Fernando Torres,34,España,1.86 m,20 de marzo de 1984,España
5077,Ferran Torres,34,España,1.84 m,29 de febrero de 2000,España
4182,Ferydoon Zandi,48,Irán,1.84 m,26 de abril de 1979,Irán
3234,Festa,65,Portugal,,21 de julio de 1939,Portugal
8421,Fidel Escobar,61,Panamá,1.81 m,9 de enero de 1995,Panamá
45,Fidel Martínez,27,Ecuador,1.76 m,15 de febrero de 1990,Ecuador
1629,Fidelis,11,Brasil,,13 de marzo de 1944,Brasil
7926,Figueiredo,3,Angola,1.70 m,28 de noviembre de 1972,Angola
1085,Filip Bradarić,24,Croacia,1.85 m,11 de enero de 1992,Croacia
6597,Filip De Wilde,13,Bélgica,,5 de julio de 1964,Bélgica
3566,Filip Djuricic,71,Serbia,1.76 m,30 de enero de 1992,Serbia
3407,Filip Helander,73,Suecia,1.92 m,22 de abril de 1993,Suecia
797,Filip Holosko,32,Eslovaquia,1.86 m,17 de enero de 1984,Eslovaquia
3622,Filip Kostić,71,Serbia,1.84 m,1 de noviembre de 1992,Serbia
3668,Filip Mladenovic,71,Serbia,1.81 m,15 de agosto de 1991,Serbia
1630,Filipe Luís,11,Brasil,1.83 m,9 de agosto de 1985,Brasil
5659,Filippo Inzaghi,51,Italia,1.81 m,9 de agosto de 1973,Italia
4483,Finidi George,57,Nigeria,1.87 m,15 de abril de 1971,Nigeria
4795,Firas Al-Buraikan,4,Arabia Saudita,1.81 m,14 de mayo de 2000,Arabia Saudita
7278,Fitzroy Simpson,52,Jamaica,,26 de febrero de 1970,Jamaica
7927,Flavio,3,Angola,1.75 m,30 de diciembre de 1979,Angola
1880,Flavius Domide,68,Rumania,,11 de mayo de 1946,Rumania
4199,Flemming Christensen,26,Dinamarca,,10 de abril de 1958,Dinamarca
1882,Florea Dumitrache,68,Rumania,,22 de mayo de 1948,Rumania
4306,Florencio Amarilla,62,Paraguay,,3 de enero de 1935,Paraguay
3983,Florent Malouda,36,Francia,1.84 m,13 de junio de 1980,Francia
7490,Florian Albert,42,Hungría,,15 de septiembre de 1941,Hungría
4049,Florian Thauvin,36,Francia,1.79 m,26 de enero de 1993,Francia
1930,Florin Prunea,68,Rumania,,8 de agosto de 1968,Rumania
1933,Florin Raducioiu,68,Rumania,,17 de marzo de 1970,Rumania
1011,Fodé Ballo-Toure,70,Senegal,1.82 m,3 de enero de 1997,Senegal
1631,Fontana,11,Brasil,,31 de diciembre de 1940,Brasil
3993,Formose Mendy,36,Francia,1.91 m,2 de enero de 2001,Francia
1632,Fortes,11,Brasil,,9 de septiembre de 1901,Brasil
6868,Foued Kadir,5,Argelia,1.80 m,5 de diciembre de 1983,Argelia
4783,Fouzi Al Shehri,4,Arabia Saudita,1.73 m,15 de mayo de 1980,Arabia Saudita
7325,Fran Karacic,7,Australia,1.81 m,12 de mayo de 1996,Australia
5589,Francesco Coco,51,Italia,1.81 m,8 de enero de 1977,Italia
5651,Francesco Graziani,51,Italia,,16 de diciembre de 1952,Italia
5661,Francesco Janich,51,Italia,,27 de marzo de 1937,Italia
5698,Francesco Moriero,51,Italia,,31 de marzo de 1969,Italia
5699,Francesco Morini,51,Italia,,12 de agosto de 1944,Italia
5748,Francesco Rizzo,51,Italia,,30 de mayo de 1943,Italia
5775,Francesco Toldo,51,Italia,1.96 m,2 de diciembre de 1971,Italia
5779,Francesco Totti,51,Italia,1.80 m,27 de septiembre de 1976,Italia
1322,Francis Lee,44,Inglaterra,,29 de abril de 1944,Inglaterra
7363,Francis Ryan,7,Australia,,10 de enero de 1908,Australia
4541,Francis Uzoho,57,Nigeria,1.96 m,28 de octubre de 1998,Nigeria
4922,Francisco,34,España,,1 de noviembre de 1962,España
4301,Francisco Aguirre,62,Paraguay,,1 de enero de 1908,Paraguay
4303,Francisco Alcaraz,62,Paraguay,,4 de octubre de 1960,Paraguay
4307,Francisco Arce,62,Paraguay,1.78 m,2 de abril de 1971,Paraguay
1975,Francisco Calvo,22,Costa Rica,1.80 m,8 de julio de 1992,Costa Rica
5830,Francisco Camera,80,Uruguay,,1 de enero de 1942,Uruguay
4890,Francisco Carrasco,34,España,,6 de marzo de 1959,España
7682,Francisco Castrejon,56,México,,11 de junio de 1947,México
7698,Francisco Cruz,56,México,,24 de mayo de 1966,México
7717,Francisco Flores,56,México,,12 de febrero de 1926,México
7724,Francisco Gabriel De Anda,56,México,1.88 m,5 de junio de 1971,México
4931,Francisco Gento,34,España,,21 de octubre de 1933,España
7745,Francisco Garza Gutierrez,56,México,,14 de marzo de 1904,México
7750,Francisco Hernandez,56,México,,11 de diciembre de 1958,México
7750,Francisco Hernandez,56,México,,,México
7757,Francisco Jara,56,México,,3 de febrero de 1941,México
5297,Francisco Lombardo,6,Argentina,,11 de junio de 1925,Argentina
7791,Francisco Montes,56,México,,28 de junio de 1942,México
843,Francisco Osorto,29,El Salvador,,20 de marzo de 1957,El Salvador
7815,Francisco Palencia,56,México,1.75 m,28 de abril de 1973,México
1633,Francisco Rodrigues,11,Brasil,,27 de junio de 1925,Brasil
7844,Francisco Rodriguez,56,México,1.91 m,20 de octubre de 1981,México
749,Francisco Rojas,17,Chile,,22 de julio de 1974,Chile
5389,Francisco Rua,6,Argentina,,4 de febrero de 1911,Argentina
5392,Francisco Sa,6,Argentina,,25 de octubre de 1945,Argentina
762,Francisco Silva,17,Chile,1.78 m,11 de febrero de 1986,Chile
4425,Francisco Sosa,62,Paraguay,,,Paraguay
2889,Francisco Torres,35,Estados Unidos,1.68 m,29 de octubre de 1987,Estados Unidos
5082,Francisco Uria,34,España,,1 de febrero de 1950,España
775,Francisco Urroz,17,Chile,,,Chile
5084,Francisco Urruticoechea,34,España,,17 de febrero de 1952,España
776,Francisco Valdes,17,Chile,,19 de marzo de 1943,Chile
5434,Francisco Varallo,6,Argentina,,5 de febrero de 1910,Argentina
5092,Francisco Villaroya,34,España,,6 de agosto de 1966,España
2734,Francisco Zuluaga,19,Colombia,,4 de febrero de 1929,Colombia
6908,Franck Atsou,75,Togo,1.88 m,1 de agosto de 1978,Togo
4021,Franck Ribery,36,Francia,1.75 m,7 de abril de 1983,Francia
5164,Franco Armani,6,Argentina,1.89 m,16 de octubre de 1986,Argentina
5536,Franco Baresi,51,Italia,,8 de mayo de 1960,Italia
5579,Franco Causio,51,Italia,,1 de febrero de 1949,Italia
2188,Franco Navarro,63,Perú,,10 de noviembre de 1961,Perú
5761,Franco Selvaggi,51,Italia,,15 de mayo de 1953,Italia
5771,Franco Tancredi,51,Italia,,10 de enero de 1955,Italia
3854,Francois Bourbotte,36,Francia,,24 de febrero de 1913,Francia
3855,Francois Bracci,36,Francia,,3 de noviembre de 1951,Francia
6596,Francois De Vries,13,Bélgica,,21 de agosto de 1913,Bélgica
6639,Francois Janssens,13,Bélgica,,25 de septiembre de 1945,Bélgica
6646,Francois Ledent,13,Bélgica,,8 de noviembre de 1907,Bélgica
8153,François Moubandje,74,Suiza,1.82 m,21 de junio de 1990,Suiza
